record_id,numeric_id,title,date,date_period,cote,original_url,exact_places,inferred_places,latitude,longitude,geocode_confidence,ocr_reviewed,aerial_datasets,family_id,taxonomy_category,taxonomy_themes,vlm_caption
mtl_archives_metadata_9559.json,9559,"VM97,S3,D08,P306",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-306.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-306-ti-e8983278,aerial_waterfront,waterfront|industrial|residential|park_green_space,An aerial view of a town with a river running through it.
mtl_archives_metadata_9560.json,9560,"VM97,S3,D08,P307",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-307.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-307-ti-3ad81ed9,aerial_general,,An aerial view of a lake with a road running alongside it.
mtl_archives_metadata_1001.json,1001,VM97-3_7P14-31.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-31.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-a7eec0a8,aerial_general,park_green_space|transit,An aerial view of a city intersection with a train track and a highway. The photo is dated 1947-1949.
mtl_archives_metadata_9561.json,9561,"VM97,S3,D08,P308",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-308.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-308-ti-b49b514a,aerial_general,,A black and white photo of a city street from 1966.
mtl_archives_metadata_9562.json,9562,"VM97,S3,D08,P309",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-309.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-309-ti-7d145f44,aerial_residential,residential,An aerial view of a city street in 1966.
mtl_archives_metadata_9563.json,9563,"VM97,S3,D08,P310",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-310.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-310-ti-c5bd8eca,aerial_residential,residential,An aerial view of a city in 1966.
mtl_archives_metadata_9564.json,9564,"VM97,S3,D08,P311",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-311.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-311-ti-a8b822a0,aerial_industrial,industrial|residential,"An aerial view of a city in 1966, showing a mix of residential and industrial areas."
mtl_archives_metadata_9565.json,9565,"VM97,S3,D08,P312",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-312.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-312-ti-f0408552,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9566.json,9566,"VM97,S3,D08,P313",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-313.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-313-ti-cd6626fc,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9567.json,9567,"VM97,S3,D08,P314",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-314.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-314-ti-c08d6822,aerial_general,,An aerial view of a city in 1966
mtl_archives_metadata_9568.json,9568,"VM97,S3,D08,P315",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-315.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-315-ti-0b1f6b70,aerial_general,park_green_space,An aerial view of a farm with a road running through it.
mtl_archives_metadata_9569.json,9569,"VM97,S3,D08,P316",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-316.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-316-ti-5fec008a,aerial_general,park_green_space,An aerial view of a farm with a road and a field.
mtl_archives_metadata_9570.json,9570,"VM97,S3,D08,P317",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-317.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-317-ti-f95b2659,aerial_general,park_green_space,An aerial view of a farm field with a road running through it.
mtl_archives_metadata_1002.json,1002,VM97-3_7P14-32.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-32.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-7ed0809e,aerial_general,,An aerial view of a city with a highway and buildings.
mtl_archives_metadata_9571.json,9571,"VM97,S3,D08,P318",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-318.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-318-ti-730b2108,aerial_general,park_green_space,An aerial view of a field with a building in the background.
mtl_archives_metadata_9572.json,9572,"VM97,S3,D08,P319",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-319.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-319-ti-4b31c7e2,aerial_general,park_green_space,"An aerial view of a large field near a body of water, with a road running through it."
mtl_archives_metadata_9573.json,9573,"VM97,S3,D08,P320",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-320.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-320-ti-d96ac8cc,aerial_general,,An aerial view of a city in 1966
mtl_archives_metadata_9574.json,9574,"VM97,S3,D08,P321",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-321.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-321-ti-6214129a,aerial_general,park_green_space,An aerial view of a farm field in 1966.
mtl_archives_metadata_9575.json,9575,"VM97,S3,D08,P322",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-322.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-322-ti-f1e46c68,aerial_waterfront,waterfront,An aerial view of a beach and waterfront in 1966.
mtl_archives_metadata_9576.json,9576,"VM97,S3,D08,P323",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-323.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-323-ti-13da2eca,aerial_waterfront,waterfront,"An aerial view of the waterfront in Montreal, Canada in 1966."
mtl_archives_metadata_9577.json,9577,"VM97,S3,D08,P324",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-324.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-324-ti-7e0b2dc4,aerial_waterfront,waterfront|residential,"An aerial view of a city with a highway, waterfront, and residential areas."
mtl_archives_metadata_9578.json,9578,"VM97,S3,D08,P325",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-325.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-325-ti-a02a6142,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9579.json,9579,"VM97,S3,D08,P326",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-326.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-326-ti-9d57e668,aerial_general,park_green_space,"An aerial view of a city in 1966, showing a highway, buildings, and a park."
mtl_archives_metadata_9580.json,9580,"VM97,S3,D08,P327",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-327.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-327-ti-9b950109,aerial_general,,An aerial view of a city street in 1966.
mtl_archives_metadata_1003.json,1003,VM97-3_7P14-33.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-33.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-8479e728,aerial_general,,An aerial view of a city in 1947-1949
mtl_archives_metadata_9581.json,9581,"VM97,S3,D08,P328",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-328.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-328-ti-52422566,aerial_residential,residential|park_green_space,"An aerial view of a field in Montreal, Quebec, Canada in 1966."
mtl_archives_metadata_9582.json,9582,"VM97,S3,D08,P329",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-329.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-329-ti-6d4ce764,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9583.json,9583,"VM97,S3,D08,P330",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-330.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-330-ti-12fca526,aerial_general,,An aerial view of a farm with a body of water in the background.
mtl_archives_metadata_9584.json,9584,"VM97,S3,D08,P331",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-331.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-331-ti-0eb53540,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9585.json,9585,"VM97,S3,D08,P332",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-332.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-332-ti-01a2ee4e,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9586.json,9586,"VM97,S3,D08,P333",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-333.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-333-ti-a0c06964,aerial_waterfront,waterfront|transit,An aerial view of a highway with a bridge over a river.
mtl_archives_metadata_9587.json,9587,"VM97,S3,D08,P334",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-334.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-334-ti-09606b1e,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada in 1966."
mtl_archives_metadata_9588.json,9588,"VM97,S3,D08,P335",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-335.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-335-ti-c0f18dc8,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9589.json,9589,"VM97,S3,D08,P336",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-336.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-336-ti-3d0d38c6,aerial_general,park_green_space,An aerial view of a farm with a road running through it.
mtl_archives_metadata_9590.json,9590,"VM97,S3,D08,P337",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-337.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-337-ti-80237fd9,aerial_general,park_green_space,An aerial view of a farm in 1966.
mtl_archives_metadata_1004.json,1004,VM97-3_7P14-34.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-34.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-7b104d3a,aerial_residential,residential,An aerial view of a city in 1947-1949
mtl_archives_metadata_9591.json,9591,"VM97,S3,D08,P338",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-338.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-338-ti-46e5e340,aerial_general,park_green_space,An aerial view of a rural area with a road and a field.
mtl_archives_metadata_9592.json,9592,"VM97,S3,D08,P339",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-339.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-339-ti-7a404b76,aerial_general,,An aerial view of a rural area with a highway and a road running through it.
mtl_archives_metadata_9593.json,9593,"VM97,S3,D08,P340",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-340.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-340-ti-e77b5cc4,aerial_general,construction,An aerial view of a construction site in 1966.
mtl_archives_metadata_9594.json,9594,"VM97,S3,D08,P341",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-341.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-341-ti-670d4736,aerial_general,park_green_space,An aerial view of a large field with a body of water in the background.
mtl_archives_metadata_9595.json,9595,"VM97,S3,D08,P342",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-342.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-342-ti-3c9f2d68,aerial_general,park_green_space,An aerial view of a farm with a field and a body of water in the background.
mtl_archives_metadata_9596.json,9596,"VM97,S3,D08,P343",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-343.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-343-ti-f53376de,aerial_general,park_green_space,An aerial view of a farm field in 1966.
mtl_archives_metadata_9597.json,9597,"VM97,S3,D08,P344",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-344.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-344-ti-68102fa4,aerial_general,park_green_space,An aerial view of a field with a road running through it.
mtl_archives_metadata_9598.json,9598,"VM97,S3,D08,P345",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-345.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-345-ti-d309fe2e,aerial_waterfront,waterfront,A black and white photo of a lake with a boat in the water. The photo is dated 1966.
mtl_archives_metadata_9599.json,9599,"VM97,S3,D08,P346",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-346.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-346-ti-e50f4dc0,aerial_waterfront,waterfront,An aerial view of a body of water with a city in the background.
mtl_archives_metadata_9600.json,9600,"VM97,S3,D08,P347",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-347.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-347-ti-e5dbbcc8,aerial_residential,residential,"An aerial view of a city in 1966, showing a street, houses, and a body of water."
mtl_archives_metadata_1005.json,1005,VM97-3_7P14-35.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-35.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-16ed4b20,aerial_residential,residential,"An aerial view of a city block in Montreal, Canada, taken in 1947-1949."
mtl_archives_metadata_9601.json,9601,"VM97,S3,D08,P348",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-348.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-348-ti-6fc7295b,aerial_general,park_green_space,"An aerial view of a city in 1966, showing a street, a field, and a highway."
mtl_archives_metadata_9602.json,9602,"VM97,S3,D08,P349",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-349.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-349-ti-92bdeaa1,aerial_general,transit,An aerial view of a rural area with a highway and a bridge.
mtl_archives_metadata_9603.json,9603,"VM97,S3,D08,P350",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-350.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-350-ti-44ea4f9b,aerial_residential,residential,An aerial view of a residential area with a highway and a roadway in the background.
mtl_archives_metadata_9604.json,9604,"VM97,S3,D08,P351",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-351.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-351-ti-a6414f85,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada in 1966."
mtl_archives_metadata_9605.json,9605,"VM97,S3,D08,P352",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-352.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-352-ti-b5c144a3,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada in 1966."
mtl_archives_metadata_9606.json,9606,"VM97,S3,D08,P353",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-353.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-353-ti-aa81c511,aerial_residential,residential,"An aerial view of a residential area in Montreal, Canada, dated 1966."
mtl_archives_metadata_9607.json,9607,"VM97,S3,D08,P354",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-354.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-354-ti-9c9632d3,aerial_waterfront,waterfront|residential,An aerial view of a city with a river and a lake. The city is filled with houses and buildings.
mtl_archives_metadata_9608.json,9608,"VM97,S3,D08,P355",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-355.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-355-ti-ef2c1e6d,aerial_residential,residential,A black and white photo of a city from 1966.
mtl_archives_metadata_9609.json,9609,"VM97,S3,D08,P356",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-356.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-356-ti-864c15bb,aerial_general,,An aerial view of a rural area with a road and a few buildings.
mtl_archives_metadata_9610.json,9610,"VM97,S3,D08,P357",1966,1966,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1966/VM97-3_08-357.TIF,,,,,,false,aerial_1966,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1966-vm97-3-08-357-ti-65ba2e38,aerial_general,,An aerial view of a rural area with a road and a few buildings.
mtl_archives_metadata_1006.json,1006,VM97-3_7P14-36.jpg,1947-1949,1947,,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P14-36.jpg,,,,,,false,aerial_1947_1949,vf-exact_asset-exact-asset-http-archivesdemontreal-com-greffe-vues-aeriennes-archives-jpeg-vm97-69abb566,aerial_residential,residential,"An aerial view of a city neighborhood in Montreal, Canada, taken in 1947-1949."
